id,vendor,product,project_name,github_org_url,github_project_url,github_project_url_git_status,github_project_url_git_detail,github_project_url_git_normalized,github_project_url_git_checked_at_utc,is_open_source,reason,source_file,source_attempt,source_timestamp_ms,batch_index,cve_count,cve_match_found
213,[unknown],rkt,rkt,https://github.com/rkt,https://github.com/rkt/rkt,working,git ls-remote succeeded,https://github.com/rkt/rkt,2026-04-13T18:36:55+00:00,True,rkt is an open-source container runtime.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000022_1775582955096_response.json,1,1775582955096,22,6,True
214,[unknown],samba,Samba,https://github.com/samba-team,https://github.com/samba-team/samba,working,git ls-remote succeeded,https://github.com/samba-team/samba,2026-04-13T18:36:55+00:00,True,Samba is an open-source implementation of the SMB/CIFS protocol suite.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000022_1775582955096_response.json,1,1775582955096,22,18,True
237,aapanel,aapanel,aaPanel,https://github.com/aaPanel,https://github.com/aaPanel/aaPanel,working,git ls-remote succeeded,https://github.com/aaPanel/aaPanel,2026-04-13T18:36:55+00:00,True,aaPanel is open-source control panel software hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000003_1775635301428_attempt02_response.json,2,1775635301428,3,21,True
239,aardappel,lobster,Lobster,https://github.com/aardappel,https://github.com/aardappel/lobster,working,git ls-remote succeeded,https://github.com/aardappel/lobster,2026-04-13T18:36:55+00:00,True,Lobster is an open-source programming language with public repository.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000003_1775635301428_attempt02_response.json,2,1775635301428,3,6,True
344,abrt,abrt,abrt,https://github.com/abrt,https://github.com/abrt/abrt,working,git ls-remote succeeded,https://github.com/abrt/abrt,2026-04-13T18:36:55+00:00,True,ABRT is an open-source automatic bug reporting tool used in Fedora and RHEL.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000035_1775583005936_response.json,1,1775583005936,35,12,True
345,abrt_project,abrt,abrt,https://github.com/abrt,https://github.com/abrt/abrt,working,git ls-remote succeeded,https://github.com/abrt/abrt,2026-04-13T18:36:55+00:00,True,ABRT is open source; the main repository is under the abrt GitHub organization.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000035_1775583005936_response.json,1,1775583005936,35,6,True
361,academy software foundation,openexr,OpenEXR,https://github.com/AcademySoftwareFoundation,https://github.com/AcademySoftwareFoundation/OpenEXR,working,git ls-remote succeeded,https://github.com/AcademySoftwareFoundation/OpenEXR,2026-04-13T18:36:55+00:00,True,"OpenEXR is an open-source image format library maintained by the Academy Software Foundation, with its source code hosted on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000037_1775583001850_response.json,1,1775583001850,37,8,True
362,academysoftwarefoundation,materialx,MaterialX,https://github.com/AcademySoftwareFoundation,https://github.com/AcademySoftwareFoundation/MaterialX,working,git ls-remote succeeded,https://github.com/AcademySoftwareFoundation/MaterialX,2026-04-13T18:36:55+00:00,True,"MaterialX is an open-source technology for describing material and look-dev attributes, maintained by the Academy Software Foundation on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000037_1775583001850_response.json,1,1775583001850,37,8,True
363,academysoftwarefoundation,openexr,OpenEXR,https://github.com/AcademySoftwareFoundation,https://github.com/AcademySoftwareFoundation/OpenEXR,working,git ls-remote succeeded,https://github.com/AcademySoftwareFoundation/OpenEXR,2026-04-13T18:36:55+00:00,True,OpenEXR is an open-source image format library hosted under the AcademySoftwareFoundation GitHub organization.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000037_1775583001850_response.json,1,1775583001850,37,34,True
367,accel-ppp,accel-ppp,accel-ppp,https://github.com/accel-ppp,https://github.com/accel-ppp/accel-ppp,working,git ls-remote succeeded,https://github.com/accel-ppp/accel-ppp,2026-04-13T18:36:55+00:00,True,accel-ppp is an open-source PPP implementation hosted on GitHub under the accel-ppp organization.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000037_1775583001850_response.json,1,1775583001850,37,21,True
436,acinq,eclair,eclair,https://github.com/ACINQ,https://github.com/ACINQ/eclair,working,git ls-remote succeeded,https://github.com/ACINQ/eclair,2026-04-13T18:36:55+00:00,True,"Eclair is the open-source Lightning Network implementation by ACINQ, hosted on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000006_1775635160398_attempt02_response.json,2,1775635160398,6,6,True
437,ackites,killwxapkg,killwxapkg,https://github.com/ackites,https://github.com/ackites/killwxapkg,working,git ls-remote succeeded,https://github.com/ackites/killwxapkg,2026-04-13T18:36:55+00:00,True,"Killwxapkg is an open-source tool for unpacking WeChat mini-program packages, available on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000006_1775635160398_attempt02_response.json,2,1775635160398,6,5,True
450,acp3,acp3,ACP3,https://github.com/acp3,https://github.com/acp3/acp3,working,git ls-remote succeeded,https://github.com/acp3/acp3,2026-04-13T18:36:55+00:00,True,"ACP3 is an open-source PHP CMS released under GPL, with source on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000045_1775583073872_response.json,1,1775583073872,45,9,True
451,acquia,commons,commons,https://github.com/acquia,https://github.com/acquia/commons,working,git ls-remote succeeded,https://github.com/acquia/commons,2026-04-13T18:36:55+00:00,True,Acquia Commons is an open-source Drupal distribution released under GPL.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000046_1775583068634_response.json,1,1775583068634,46,9,True
453,acquia,mautic,Mautic,https://github.com/mautic,https://github.com/mautic/mautic,working,git ls-remote succeeded,https://github.com/mautic/mautic,2026-04-13T18:36:55+00:00,True,Mautic is an open-source marketing automation platform released under GPL.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000046_1775583068634_response.json,1,1775583068634,46,104,True
486,actions,toolkit,toolkit,https://github.com/actions,https://github.com/actions/toolkit,working,git ls-remote succeeded,https://github.com/actions/toolkit,2026-04-13T18:36:55+00:00,True,"actions/toolkit is the official GitHub Actions toolkit, open source under the MIT license.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000049_1775583090750_response.json,1,1775583090750,49,8,True
499,activerecord_project,activerecord,ActiveRecord,https://github.com/rails,https://github.com/rails/rails,working,git ls-remote succeeded,https://github.com/rails/rails,2026-04-13T18:36:55+00:00,True,ActiveRecord is an open‑source Ruby library that is part of the Rails framework; its source code is hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000050_1775583087209_response.json,1,1775583087209,50,9,True
516,activitywatch,activitywatch,ActivityWatch,https://github.com/activitywatch,https://github.com/activitywatch/activitywatch,working,git ls-remote succeeded,https://github.com/activitywatch/activitywatch,2026-04-13T18:36:55+00:00,True,Open-source time‑tracking application; source available on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000052_1775583114158_response.json,1,1775583114158,52,6,True
518,actix,actix-web,actix-web,https://github.com/actix,https://github.com/actix/actix-web,working,git ls-remote succeeded,https://github.com/actix/actix-web,2026-04-13T18:36:55+00:00,True,Open‑source Rust web framework; source on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000052_1775583114158_response.json,1,1775583114158,52,9,True
529,adacore,ada_web_server,aws,https://github.com/AdaCore,https://github.com/AdaCore/aws,working,git ls-remote succeeded,https://github.com/AdaCore/aws,2026-04-13T18:36:55+00:00,True,Ada Web Server (AWS) is an open-source Ada library hosted on GitHub under AdaCore.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000053_1775583039504_response.json,1,1775583039504,53,6,True
536,adaptcms,adaptcms,adaptcms,https://github.com/adaptcms,https://github.com/adaptcms/adaptcms,working,git ls-remote succeeded,https://github.com/adaptcms/adaptcms,2026-04-13T18:36:55+00:00,True,AdaptCMS is an open-source content management system published on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_remaining_opencode_tqdm/batch_000010_1775616689585_response.json,1,1775616689585,10,15,True
539,adaptivecomputing,torque_resource_manager,torque,https://github.com/adaptivecomputing,https://github.com/adaptivecomputing/torque,working,git ls-remote succeeded,https://github.com/adaptivecomputing/torque,2026-04-13T18:36:55+00:00,True,TORQUE Resource Manager is open source and its repository is hosted under the Adaptive Computing GitHub organization.,/home/user1/kk_peplen/cve-search/output/minimax_raw_remaining_opencode_tqdm/batch_000010_1775616689585_response.json,1,1775616689585,10,12,True
555,adempiere,adempiere,Adempiere,https://github.com/adempiere,https://github.com/adempiere/adempiere,working,git ls-remote succeeded,https://github.com/adempiere/adempiere,2026-04-13T18:36:55+00:00,True,Adempiere ERP is an open‑source project with its official repository on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000056_1775583061583_response.json,1,1775583061583,56,6,True
559,adguard,adguardhome,AdGuard Home,https://github.com/AdguardTeam,https://github.com/AdguardTeam/AdGuardHome,working,git ls-remote succeeded,https://github.com/AdguardTeam/AdGuardHome,2026-04-13T18:36:55+00:00,True,AdGuard Home is an open‑source DNS‑level ad‑blocker with its official code hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000056_1775583061583_response.json,1,1775583061583,56,5,True
564,adium,adium,adium,https://github.com/adium,https://github.com/adium/adium,working,git ls-remote succeeded,https://github.com/adium/adium,2026-04-13T18:36:55+00:00,True,"Adium is an open-source instant messaging client released under the GNU GPL, with its source on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000007_1775635122216_attempt02_response.json,2,1775635122216,7,18,True
567,adlered,bolo-solo,bolo-solo,https://github.com/adlered,https://github.com/adlered/bolo-solo,working,git ls-remote succeeded,https://github.com/adlered/bolo-solo,2026-04-13T18:36:55+00:00,True,"The bolo‑solo repository is publicly listed on GitHub, indicating an open-source project.",/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000007_1775635122216_attempt02_response.json,2,1775635122216,7,18,True
574,admidio,admidio,admidio,https://github.com/admidio,https://github.com/admidio/admidio,working,git ls-remote succeeded,https://github.com/admidio/admidio,2026-04-13T18:36:55+00:00,True,Official open source project hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000008_1775635236155_attempt02_response.json,2,1775635236155,8,83,True
578,adminerevo,adminerevo,adminerevo,https://github.com/adminerevo,https://github.com/adminerevo/adminerevo,working,git ls-remote succeeded,https://github.com/adminerevo/adminerevo,2026-04-13T18:36:55+00:00,True,Official open source fork of Adminer hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000008_1775635236155_attempt02_response.json,2,1775635236155,8,9,True
636,adobe,brackets,brackets,https://github.com/adobe,https://github.com/adobe/brackets,working,git ls-remote succeeded,https://github.com/adobe/brackets,2026-04-13T18:36:55+00:00,True,Brackets is an open-source code editor released under the MIT license.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000064_1775583096870_response.json,1,1775583096870,64,9,True
655,adobe,css-tools,css-tools,https://github.com/adobe,https://github.com/adobe/css-tools,working,git ls-remote succeeded,https://github.com/adobe/css-tools,2026-04-13T18:36:55+00:00,True,"The css-tools project is open source, hosted on GitHub under the Adobe organization.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000066_1775583120831_response.json,1,1775583120831,66,6,True
678,adobe,flex,Apache Flex SDK,https://github.com/apache,https://github.com/apache/flex-sdk,working,git ls-remote succeeded,https://github.com/apache/flex-sdk,2026-04-13T18:36:55+00:00,True,Adobe Flex SDK was open-sourced under Apache License 2.0 and is now maintained as Apache Flex SDK on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000068_1775583097828_response.json,1,1775583097828,68,45,True
679,adobe,flex_sdk,Apache Flex SDK,https://github.com/apache,https://github.com/apache/flex-sdk,working,git ls-remote succeeded,https://github.com/apache/flex-sdk,2026-04-13T18:36:55+00:00,True,Adobe Flex SDK (Flex SDK) was open-sourced under Apache License 2.0 and is maintained as Apache Flex SDK on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000068_1775583097828_response.json,1,1775583097828,68,9,True
685,adobe,gocart,GoCart,https://github.com/gocart,https://github.com/gocart/GoCart,working,git ls-remote succeeded,https://github.com/gocart/GoCart,2026-04-13T18:36:55+00:00,True,GoCart is an open-source e-commerce platform released under the MIT license.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000069_1775583157315_response.json,1,1775583157315,69,12,True
698,adobe,magento,magento,https://github.com/magento,https://github.com/magento/magento2,working,git ls-remote succeeded,https://github.com/magento/magento2,2026-04-13T18:36:55+00:00,True,"Magento is an open‑source e‑commerce platform released under the Open Software License, with its source code publicly available on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_000070_1775583116016_response.json,1,1775583116016,70,477,True
