cve_id,commit_hash,selection_source,repo_name,repo_url,commit_urls,source_file,cwe_ids,cwe_tokens
CVE-2005-2800,729d70f5dfd663b44bca68a4479c96bde7e535d6,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=729d70f5dfd663b44bca68a4479c96bde7e535d6;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=729d70f5dfd663b44bca68a4479c96bde7e535d6,cvelistV5/cves/2005/2xxx/CVE-2005-2800.json,CWE-399,CWE-399
CVE-2005-3108,93ef70a217637ade3f335303a112b22a134a1ec2,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=93ef70a217637ade3f335303a112b22a134a1ec2;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=93ef70a217637ade3f335303a112b22a134a1ec2,cvelistV5/cves/2005/3xxx/CVE-2005-3108.json,,
CVE-2005-3109,945b092011c6af71a0107be96e119c8c08776f3f,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/gitweb.cgi?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=945b092011c6af71a0107be96e119c8c08776f3f;http://www.kernel.org/git/gitweb.cgi?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=945b092011c6af71a0107be96e119c8c08776f3f,cvelistV5/cves/2005/3xxx/CVE-2005-3109.json,CWE-399,CWE-399
CVE-2005-3181,829841146878e082613a49581ae252c071057c23,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=829841146878e082613a49581ae252c071057c23,cvelistV5/cves/2005/3xxx/CVE-2005-3181.json,CWE-401,CWE-401
CVE-2005-3276,71ae18ec690953e9ba7107c7cc44589c2cc0d9f1,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=71ae18ec690953e9ba7107c7cc44589c2cc0d9f1;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=71ae18ec690953e9ba7107c7cc44589c2cc0d9f1,cvelistV5/cves/2005/3xxx/CVE-2005-3276.json,,
CVE-2005-3356,7c7dce9209161eb260cdf9e9172f72c3a02379e6,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=7c7dce9209161eb260cdf9e9172f72c3a02379e6,cvelistV5/cves/2005/3xxx/CVE-2005-3356.json,,
CVE-2005-3784,7ed0175a462c4c30f6df6fac1cccac058f997739,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=7ed0175a462c4c30f6df6fac1cccac058f997739;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=7ed0175a462c4c30f6df6fac1cccac058f997739,cvelistV5/cves/2005/3xxx/CVE-2005-3784.json,CWE-399,CWE-399
CVE-2005-3805,25f407f0b668f5e4ebd5d13e1fb4306ba6427ead,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=25f407f0b668f5e4ebd5d13e1fb4306ba6427ead;http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=25f407f0b668f5e4ebd5d13e1fb4306ba6427ead,cvelistV5/cves/2005/3xxx/CVE-2005-3805.json,,
CVE-2005-3806,4ea6a8046bb49d43c950898f0cb4e1994ef6c89d,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=4ea6a8046bb49d43c950898f0cb4e1994ef6c89d;http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=4ea6a8046bb49d43c950898f0cb4e1994ef6c89d,cvelistV5/cves/2005/3xxx/CVE-2005-3806.json,CWE-399,CWE-399
CVE-2005-3807,dc15ae14e97ee9d5ed740cbb0b94996076d8b37e,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=dc15ae14e97ee9d5ed740cbb0b94996076d8b37e;http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=dc15ae14e97ee9d5ed740cbb0b94996076d8b37e,cvelistV5/cves/2005/3xxx/CVE-2005-3807.json,,
CVE-2005-3847,dd12f48d4e8774415b528d3991ae47c28f26e1ac,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=dd12f48d4e8774415b528d3991ae47c28f26e1ac%3Bhp=ade6648b3b11a5d81f6f28135193ab6d85d621db;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=dd12f48d4e8774415b528d3991ae47c28f26e1ac;hp=ade6648b3b11a5d81f6f28135193ab6d85d621db,cvelistV5/cves/2005/3xxx/CVE-2005-3847.json,CWE-667,CWE-667
CVE-2005-3848,cb94c62c252796f42bb83fe40960d12f3ea5a82a,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=cb94c62c252796f42bb83fe40960d12f3ea5a82a;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=cb94c62c252796f42bb83fe40960d12f3ea5a82a,cvelistV5/cves/2005/3xxx/CVE-2005-3848.json,,
CVE-2005-3857,7ed0175a462c4c30f6df6fac1cccac058f997739,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=7ed0175a462c4c30f6df6fac1cccac058f997739;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=7ed0175a462c4c30f6df6fac1cccac058f997739,cvelistV5/cves/2005/3xxx/CVE-2005-3857.json,CWE-399,CWE-399
CVE-2005-4605,8b90db0df7187a01fb7177f1f812123138f562cf,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=8b90db0df7187a01fb7177f1f812123138f562cf,cvelistV5/cves/2005/4xxx/CVE-2005-4605.json,,
CVE-2005-4618,8febdd85adaa41fa1fc1cb31286210fc2cd3ed0c,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=8febdd85adaa41fa1fc1cb31286210fc2cd3ed0c;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=8febdd85adaa41fa1fc1cb31286210fc2cd3ed0c,cvelistV5/cves/2005/4xxx/CVE-2005-4618.json,,
CVE-2005-4635,ea86575eaf99a9262a969309d934318028dbfacb,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=ea86575eaf99a9262a969309d934318028dbfacb;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=ea86575eaf99a9262a969309d934318028dbfacb,cvelistV5/cves/2005/4xxx/CVE-2005-4635.json,,
CVE-2005-4881,8a47077a0b5aa2649751c46e7a27884e6686ccbf,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=8a47077a0b5aa2649751c46e7a27884e6686ccbf;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=8a47077a0b5aa2649751c46e7a27884e6686ccbf,cvelistV5/cves/2005/4xxx/CVE-2005-4881.json,CWE-200,CWE-200
CVE-2005-4881,9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8,cvelistV5/cves/2005/4xxx/CVE-2005-4881.json,CWE-200,CWE-200
CVE-2005-4881,b3563c4fbff906991a1b4ef4609f99cca2a0de6a,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=b3563c4fbff906991a1b4ef4609f99cca2a0de6a;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=b3563c4fbff906991a1b4ef4609f99cca2a0de6a,cvelistV5/cves/2005/4xxx/CVE-2005-4881.json,CWE-200,CWE-200
CVE-2005-4886,0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=0d3d077cd4f1154e63a9858e47fe3fb1ad0c03e5,cvelistV5/cves/2005/4xxx/CVE-2005-4886.json,CWE-189,CWE-189
CVE-2006-0035,ad8e4b75c8a7bed475d72ce09bf5267188621961,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=ad8e4b75c8a7bed475d72ce09bf5267188621961;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=ad8e4b75c8a7bed475d72ce09bf5267188621961,cvelistV5/cves/2006/0xxx/CVE-2006-0035.json,CWE-399,CWE-399
CVE-2006-0036,15db34702cfafd24acc60295cf14861e497502ab,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=15db34702cfafd24acc60295cf14861e497502ab;http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=15db34702cfafd24acc60295cf14861e497502ab,cvelistV5/cves/2006/0xxx/CVE-2006-0036.json,,
CVE-2006-0037,03b9feca89366952ae5dfe4ad8107b1ece50b710,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=03b9feca89366952ae5dfe4ad8107b1ece50b710;http://kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=03b9feca89366952ae5dfe4ad8107b1ece50b710,cvelistV5/cves/2006/0xxx/CVE-2006-0037.json,,
CVE-2006-0038,ee4bb818ae35f68d1f848eae0a7b150a38eb4168,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=ee4bb818ae35f68d1f848eae0a7b150a38eb4168,cvelistV5/cves/2006/0xxx/CVE-2006-0038.json,CWE-189,CWE-189
CVE-2006-0039,2722971cbe831117686039d5c334f2c0f560be13,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=2722971cbe831117686039d5c334f2c0f560be13,cvelistV5/cves/2006/0xxx/CVE-2006-0039.json,CWE-362,CWE-362
CVE-2006-0096,0f1d4813a4a65296e1131f320a60741732bc068f,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/tglx/history,https://git.kernel.org/pub/scm/linux/kernel/git/tglx/history,http://www.kernel.org/git/?p=linux/kernel/git/tglx/history.git%3Ba=commitdiff%3Bh=0f1d4813a4a65296e1131f320a60741732bc068f;http://www.kernel.org/git/?p=linux/kernel/git/tglx/history.git;a=commitdiff;h=0f1d4813a4a65296e1131f320a60741732bc068f,cvelistV5/cves/2006/0xxx/CVE-2006-0096.json,,
CVE-2006-0456,331c46591414f7f92b1cec048009abe89892ee79,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=331c46591414f7f92b1cec048009abe89892ee79;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=331c46591414f7f92b1cec048009abe89892ee79,cvelistV5/cves/2006/0xxx/CVE-2006-0456.json,,
CVE-2006-0557,636f13c174dd7c84a437d3c3e8fa66f03f7fda63,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=636f13c174dd7c84a437d3c3e8fa66f03f7fda63;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=636f13c174dd7c84a437d3c3e8fa66f03f7fda63;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=636f13c174dd7c84a437d3c3e8fa66f03f7fda63;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=636f13c174dd7c84a437d3c3e8fa66f03f7fda63,cvelistV5/cves/2006/0xxx/CVE-2006-0557.json,,
CVE-2006-10001,9683bdf462fcac2f32b33be98f0b96497fbd1bb6,references_fallback,github.com/wp-plugins/subscribe-to-comments,https://github.com/wp-plugins/subscribe-to-comments,https://github.com/wp-plugins/subscribe-to-comments/commit/9683bdf462fcac2f32b33be98f0b96497fbd1bb6,cvelistV5/cves/2006/10xxx/CVE-2006-10001.json,CWE-79,CWE-79
CVE-2006-1055,6e0dd741a89be35defa05bd79f4211c5a2762825,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=6e0dd741a89be35defa05bd79f4211c5a2762825;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=6e0dd741a89be35defa05bd79f4211c5a2762825%3Bhp=597a7679dd83691be2f3a53e1f3f915b4a7f6eba;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=6e0dd741a89be35defa05bd79f4211c5a2762825;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=6e0dd741a89be35defa05bd79f4211c5a2762825;hp=597a7679dd83691be2f3a53e1f3f915b4a7f6eba,cvelistV5/cves/2006/1xxx/CVE-2006-1055.json,,
CVE-2006-1368,8763716bfe4d8a16bef28c9947cf9d799b1796a5,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=8763716bfe4d8a16bef28c9947cf9d799b1796a5;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=8763716bfe4d8a16bef28c9947cf9d799b1796a5,cvelistV5/cves/2006/1xxx/CVE-2006-1368.json,CWE-119,CWE-119
CVE-2006-1522,c3a9d6541f84ac3ff566982d08389b87c1c36b4e,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=c3a9d6541f84ac3ff566982d08389b87c1c36b4e,cvelistV5/cves/2006/1xxx/CVE-2006-1522.json,CWE-20,CWE-20
CVE-2006-1863,296034f7de8bdf111984ce1630ac598a9c94a253,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=296034f7de8bdf111984ce1630ac598a9c94a253,cvelistV5/cves/2006/1xxx/CVE-2006-1863.json,,
CVE-2006-2071,b78b6af66a5fbaf17d7e6bfc32384df5e34408c8,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=b78b6af66a5fbaf17d7e6bfc32384df5e34408c8;http://www.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=b78b6af66a5fbaf17d7e6bfc32384df5e34408c8,cvelistV5/cves/2006/2xxx/CVE-2006-2071.json,,
CVE-2006-2271,35d63edb1c807bc5317e49592260e84637bc432e,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=35d63edb1c807bc5317e49592260e84637bc432e;http://git.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=35d63edb1c807bc5317e49592260e84637bc432e,cvelistV5/cves/2006/2xxx/CVE-2006-2271.json,,
CVE-2006-2272,62b08083ec3dbfd7e533c8d230dd1d8191a6e813,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=62b08083ec3dbfd7e533c8d230dd1d8191a6e813;http://git.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=62b08083ec3dbfd7e533c8d230dd1d8191a6e813,cvelistV5/cves/2006/2xxx/CVE-2006-2272.json,,
CVE-2006-2274,672e7cca17ed6036a1756ed34cf20dbd72d5e5f6,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=672e7cca17ed6036a1756ed34cf20dbd72d5e5f6;http://git.kernel.org/git/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=672e7cca17ed6036a1756ed34cf20dbd72d5e5f6,cvelistV5/cves/2006/2xxx/CVE-2006-2274.json,,
